"date","portid","portname","country","ISO3","portcalls_container","portcalls_dry_bulk","portcalls_general_cargo","portcalls_roro","portcalls_tanker","portcalls_cargo","portcalls","import_container","import_dry_bulk","import_general_cargo","import_roro","import_tanker","import_cargo","import","export_container","export_dry_bulk","export_general_cargo","export_roro","export_tanker","export_cargo","export"
"2022-06-03","port883","Paradip","India","IND","0","4","0","0","1","4","5","0","135008","0","0","0","135008","135008","0","75355","0","0","0","75355","75355"
"2022-06-04","port883","Paradip","India","IND","0","5","0","0","2","5","7","0","151945","0","0","42030","151945","193976","0","173085","0","0","15469","173085","188554"
"2022-06-05","port883","Paradip","India","IND","0","9","0","0","3","9","12","0","32347","0","0","18072","32347","50419","0","344742","0","0","0","344742","344742"
"2022-06-06","port883","Paradip","India","IND","1","5","1","0","1","7","8","9165","189493","0","0","0","198658","198658","0","140572","0","0","0","140572","140572"
"2022-06-07","port883","Paradip","India","IND","0","4","0","0","1","4","5","0","0","0","0","0","0","0","0","240618","0","0","9295","240618","249913"
"2022-06-08","port883","Paradip","India","IND","0","3","1","0","0","4","4","0","180727","0","0","0","180727","180727","0","4602","0","0","0","4602","4602"
"2022-06-09","port883","Paradip","India","IND","0","4","0","0","1","4","5","0","55825","0","0","0","55825","55825","0","129672","0","0","0","129672","129672"
"2022-06-10","port883","Paradip","India","IND","0","4","0","0","0","4","4","0","78759","0","0","0","78759","78759","0","177669","0","0","0","177669","177669"
"2022-06-11","port883","Paradip","India","IND","0","3","0","0","2","3","5","0","161381","0","0","16365","161381","177747","0","70321","0","0","43859","70321","114181"
"2022-06-12","port883","Paradip","India","IND","1","4","1","0","0","6","6","0","103529","0","0","0","103529","103529","8377","146263","0","0","0","154641","154641"
"2022-06-13","port883","Paradip","India","IND","0","4","0","0","0","4","4","0","56198","0","0","0","56198","56198","0","54629","0","0","0","54629","54629"
"2022-06-14","port883","Paradip","India","IND","0","6","0","0","1","6","7","0","20348","0","0","0","20348","20348","0","315698","0","0","0","315698","315698"
"2022-06-15","port883","Paradip","India","IND","0","4","1","0","0","5","5","0","73125","0","0","0","73125","73125","0","201553","0","0","0","201553","201553"
"2022-06-16","port883","Paradip","India","IND","0","2","0","0","2","2","4","0","26004","0","0","6245","26004","32250","0","77786","0","0","13725","77786","91512"
"2022-06-17","port883","Paradip","India","IND","0","5","1","0","2","6","8","0","115935","0","0","0","115935","115935","0","157200","0","0","9505","157200","166706"
"2022-06-18","port883","Paradip","India","IND","0","3","0","0","1","3","4","0","142067","0","0","0","142067","142067","0","17581","0","0","0","17581","17581"
"2022-06-19","port883","Paradip","India","IND","0","3","1","0","1","4","5","0","56375","0","0","0","56375","56375","0","128674","0","0","40209","128674","168883"
"2022-06-20","port883","Paradip","India","IND","0","1","0","0","0","1","1","0","0","0","0","0","0","0","0","9628","0","0","0","9628","9628"
"2022-06-21","port883","Paradip","India","IND","0","6","1","0","1","7","8","0","161556","0","0","9186","161556","170742","0","281796","0","0","0","281796","281796"
